vip,dpt,correct rate
0,dpt,40.63
1,dpt,50.00
2,dpt,37.14
3,dpt,25.00
4,dpt,25.00
5,dpt,77.78
6,dpt,35.71
7,dpt,14.29
8,dpt,75.00
9,dpt,37.25
10,dpt,50.00
11,dpt,33.33
12,dpt,25.00
13,dpt,50.00
14,dpt,33.33
15,dpt,40.00
16,dpt,0.00
17,dpt,25.00
18,dpt,26.92
19,dpt,64.29
20,dpt,58.33
21,dpt,33.33
22,dpt,33.33
23,dpt,100.00
24,dpt,63.64
25,dpt,51.61
26,dpt,33.33
27,dpt,57.14
28,dpt,38.10
29,dpt,45.45
30,dpt,23.08
31,dpt,33.33
32,dpt,60.00
33,dpt,50.00
34,dpt,28.57
35,dpt,75.00
36,dpt,39.13
37,dpt,12.50
38,dpt,20.00
39,dpt,50.00
40,dpt,28.89
41,dpt,0.00
42,dpt,27.03
43,dpt,0.00
44,dpt,100.00
45,dpt,36.11
46,dpt,66.67
47,dpt,66.67
48,dpt,0.00
49,dpt,50.00
50,dpt,75.00
51,dpt,38.10
52,dpt,0.00
53,dpt,0.00
54,dpt,42.86
55,dpt,50.00
56,dpt,60.00
57,dpt,100.00
58,dpt,42.50
59,dpt,56.52
60,dpt,62.50
61,dpt,25.00
62,dpt,62.50
63,dpt,40.00
64,dpt,54.55
65,dpt,38.10
66,dpt,45.45
67,dpt,43.75
68,dpt,48.00
69,dpt,42.86
70,dpt,25.00
71,dpt,75.00
72,dpt,33.33
73,dpt,0.00
74,dpt,58.33
75,dpt,25.00
76,dpt,50.00
77,dpt,56.25
78,dpt,83.33
79,dpt,42.11
80,dpt,46.15
81,dpt,37.50
82,dpt,62.50
83,dpt,41.67
84,dpt,57.14
85,dpt,37.50
86,dpt,62.50
87,dpt,33.33
88,dpt,66.67
89,dpt,25.00
90,dpt,47.83
91,dpt,50.00
92,dpt,75.00
93,dpt,25.00
94,dpt,58.33
95,dpt,0.00
96,dpt,38.24
97,dpt,45.00
98,dpt,68.75
99,dpt,66.67
100,dpt,66.67
101,dpt,0.00
102,dpt,45.83
103,dpt,26.32
104,dpt,8.33
105,dpt,32.14
106,dpt,50.00
107,dpt,44.44
108,dpt,32.14
109,dpt,50.00
110,dpt,50.00
111,dpt,20.00
112,dpt,28.57
113,dpt,52.17
114,dpt,33.33
115,dpt,42.86
116,dpt,56.25
117,dpt,50.00
118,dpt,100.00
119,dpt,66.67
120,dpt,12.50
121,dpt,14.29
122,dpt,30.77
123,dpt,50.00
124,dpt,38.89
125,dpt,0.00
126,dpt,25.00
127,dpt,40.00
128,dpt,66.67
129,dpt,33.33
130,dpt,45.45
131,dpt,33.33
132,dpt,33.33
133,dpt,0.00
134,dpt,66.67
135,dpt,27.27
136,dpt,33.33
137,dpt,75.00
138,dpt,33.33
139,dpt,57.14
140,dpt,36.36
141,dpt,57.14
142,dpt,26.67
143,dpt,100.00
144,dpt,42.11
145,dpt,66.67
146,dpt,43.75
147,dpt,25.00
148,dpt,75.00
149,dpt,80.00
150,dpt,33.33
151,dpt,40.00
152,dpt,36.36
153,dpt,100.00
154,dpt,0.00
155,dpt,50.00
156,dpt,45.45
157,dpt,66.67
158,dpt,25.00
159,dpt,66.67
160,dpt,66.67
161,dpt,40.00
162,dpt,80.00
163,dpt,42.86
164,dpt,60.00
165,dpt,25.00
166,dpt,55.56
167,dpt,100.00
168,dpt,50.00
169,dpt,80.00
170,dpt,50.00
171,dpt,45.45
172,dpt,20.00
173,dpt,44.44
174,dpt,50.00
175,dpt,66.67
176,dpt,30.00
177,dpt,50.00
178,dpt,25.00
179,dpt,33.33
180,dpt,81.82
181,dpt,40.00
182,dpt,38.89
183,dpt,50.00
184,dpt,75.00
185,dpt,38.24
186,dpt,66.67
187,dpt,12.50
188,dpt,37.50
189,dpt,66.67
190,dpt,30.00
191,dpt,40.00
192,dpt,40.00
193,dpt,33.33
194,dpt,18.75
195,dpt,26.53
196,dpt,62.50
197,dpt,0.00
198,dpt,30.91
199,dpt,66.67
200,dpt,85.71
201,dpt,41.18
202,dpt,0.00
203,dpt,52.94
204,dpt,42.86
205,dpt,35.48
206,dpt,63.64
207,dpt,40.00
208,dpt,52.17
209,dpt,54.55
210,dpt,29.63
211,dpt,87.50
212,dpt,50.00
213,dpt,68.42
214,dpt,57.14
215,dpt,50.00
216,dpt,45.45
217,dpt,48.15
218,dpt,66.67
219,dpt,69.23
220,dpt,0.00
221,dpt,50.00
222,dpt,0.00
223,dpt,60.00
224,dpt,50.00
225,dpt,64.71
226,dpt,24.32
227,dpt,41.67
228,dpt,80.00
229,dpt,50.00
230,dpt,27.50
231,dpt,45.24
232,dpt,44.44
233,dpt,37.50
234,dpt,34.62
235,dpt,26.42
236,dpt,42.86
237,dpt,26.47
238,dpt,58.33
239,dpt,37.04
240,dpt,48.00
241,dpt,34.92
242,dpt,33.33
243,dpt,33.33
244,dpt,16.13
245,dpt,54.55
246,dpt,66.67
247,dpt,50.00
248,dpt,41.18
249,dpt,52.94
250,dpt,38.89
251,dpt,32.14
252,dpt,27.27
253,dpt,33.33
254,dpt,50.00
255,dpt,62.50
256,dpt,38.46
257,dpt,39.06
258,dpt,38.46
259,dpt,56.25
260,dpt,40.00
261,dpt,75.00
262,dpt,46.43
263,dpt,83.33
264,dpt,100.00
265,dpt,50.00
266,dpt,11.11
267,dpt,0.00
268,dpt,56.25
269,dpt,50.00
270,dpt,51.52
271,dpt,33.33
272,dpt,28.07
273,dpt,40.91
274,dpt,66.67
275,dpt,56.25
276,dpt,44.44
277,dpt,55.56
278,dpt,57.58
279,dpt,51.22
280,dpt,23.21
281,dpt,80.00
282,dpt,50.00
283,dpt,0.00
284,dpt,41.67
285,dpt,42.50
286,dpt,70.00
287,dpt,4.76
288,dpt,29.41
289,dpt,31.71
290,dpt,55.56
291,dpt,71.43
292,dpt,31.82
293,dpt,42.86
294,dpt,75.00
295,dpt,41.67
296,dpt,19.30
297,dpt,75.00
0,bnd,18.75
1,bnd,0.00
2,bnd,22.86
3,bnd,30.00
4,bnd,0.00
5,bnd,0.00
6,bnd,28.57
7,bnd,14.29
8,bnd,25.00
9,bnd,21.57
10,bnd,0.00
11,bnd,33.33
12,bnd,14.29
13,bnd,0.00
14,bnd,25.00
15,bnd,60.00
16,bnd,0.00
17,bnd,12.50
18,bnd,15.38
19,bnd,21.43
20,bnd,8.33
21,bnd,0.00
22,bnd,0.00
23,bnd,33.33
24,bnd,9.09
25,bnd,32.26
26,bnd,0.00
27,bnd,14.29
28,bnd,28.57
29,bnd,27.27
30,bnd,7.69
31,bnd,33.33
32,bnd,13.33
33,bnd,16.67
34,bnd,14.29
35,bnd,50.00
36,bnd,17.39
37,bnd,0.00
38,bnd,40.00
39,bnd,0.00
40,bnd,2.22
41,bnd,0.00
42,bnd,8.11
43,bnd,0.00
44,bnd,25.00
45,bnd,5.56
46,bnd,25.00
47,bnd,0.00
48,bnd,0.00
49,bnd,50.00
50,bnd,0.00
51,bnd,14.29
52,bnd,0.00
53,bnd,0.00
54,bnd,28.57
55,bnd,50.00
56,bnd,20.00
57,bnd,0.00
58,bnd,5.00
59,bnd,4.35
60,bnd,25.00
61,bnd,25.00
62,bnd,18.75
63,bnd,10.00
64,bnd,18.18
65,bnd,14.29
66,bnd,18.18
67,bnd,25.00
68,bnd,12.00
69,bnd,0.00
70,bnd,50.00
71,bnd,41.67
72,bnd,27.78
73,bnd,0.00
74,bnd,25.00
75,bnd,0.00
76,bnd,33.33
77,bnd,43.75
78,bnd,16.67
79,bnd,26.32
80,bnd,38.46
81,bnd,25.00
82,bnd,37.50
83,bnd,33.33
84,bnd,21.43
85,bnd,12.50
86,bnd,25.00
87,bnd,0.00
88,bnd,16.67
89,bnd,0.00
90,bnd,0.00
91,bnd,15.38
92,bnd,0.00
93,bnd,15.00
94,bnd,33.33
95,bnd,0.00
96,bnd,17.65
97,bnd,15.00
98,bnd,6.25
99,bnd,16.67
100,bnd,0.00
101,bnd,0.00
102,bnd,16.67
103,bnd,15.79
104,bnd,8.33
105,bnd,14.29
106,bnd,0.00
107,bnd,33.33
108,bnd,17.86
109,bnd,25.00
110,bnd,28.57
111,bnd,0.00
112,bnd,7.14
113,bnd,13.04
114,bnd,16.67
115,bnd,28.57
116,bnd,31.25
117,bnd,0.00
118,bnd,66.67
119,bnd,0.00
120,bnd,12.50
121,bnd,0.00
122,bnd,26.92
123,bnd,0.00
124,bnd,22.22
125,bnd,0.00
126,bnd,0.00
127,bnd,0.00
128,bnd,66.67
129,bnd,33.33
130,bnd,27.27
131,bnd,0.00
132,bnd,0.00
133,bnd,0.00
134,bnd,0.00
135,bnd,0.00
136,bnd,0.00
137,bnd,50.00
138,bnd,0.00
139,bnd,0.00
140,bnd,18.18
141,bnd,14.29
142,bnd,0.00
143,bnd,0.00
144,bnd,15.79
145,bnd,0.00
146,bnd,31.25
147,bnd,0.00
148,bnd,0.00
149,bnd,10.00
150,bnd,0.00
151,bnd,0.00
152,bnd,0.00
153,bnd,0.00
154,bnd,0.00
155,bnd,0.00
156,bnd,45.45
157,bnd,8.33
158,bnd,12.50
159,bnd,0.00
160,bnd,22.22
161,bnd,0.00
162,bnd,0.00
163,bnd,0.00
164,bnd,0.00
165,bnd,25.00
166,bnd,5.56
167,bnd,50.00
168,bnd,0.00
169,bnd,40.00
170,bnd,0.00
171,bnd,9.09
172,bnd,10.00
173,bnd,27.78
174,bnd,0.00
175,bnd,26.67
176,bnd,10.00
177,bnd,16.67
178,bnd,33.33
179,bnd,33.33
180,bnd,9.09
181,bnd,0.00
182,bnd,22.22
183,bnd,20.00
184,bnd,12.50
185,bnd,14.71
186,bnd,0.00
187,bnd,0.00
188,bnd,0.00
189,bnd,66.67
190,bnd,10.00
191,bnd,0.00
192,bnd,0.00
193,bnd,20.00
194,bnd,12.50
195,bnd,10.20
196,bnd,50.00
197,bnd,33.33
198,bnd,3.64
199,bnd,33.33
200,bnd,28.57
201,bnd,5.88
202,bnd,0.00
203,bnd,17.65
204,bnd,42.86
205,bnd,12.90
206,bnd,9.09
207,bnd,20.00
208,bnd,30.43
209,bnd,27.27
210,bnd,3.70
211,bnd,25.00
212,bnd,0.00
213,bnd,21.05
214,bnd,28.57
215,bnd,0.00
216,bnd,27.27
217,bnd,3.70
218,bnd,16.67
219,bnd,0.00
220,bnd,0.00
221,bnd,50.00
222,bnd,0.00
223,bnd,0.00
224,bnd,25.00
225,bnd,17.65
226,bnd,16.22
227,bnd,8.33
228,bnd,20.00
229,bnd,18.75
230,bnd,15.00
231,bnd,14.29
232,bnd,44.44
233,bnd,25.00
234,bnd,15.38
235,bnd,7.55
236,bnd,28.57
237,bnd,2.94
238,bnd,8.33
239,bnd,14.81
240,bnd,16.00
241,bnd,20.63
242,bnd,0.00
243,bnd,16.67
244,bnd,12.90
245,bnd,36.36
246,bnd,33.33
247,bnd,0.00
248,bnd,14.71
249,bnd,29.41
250,bnd,22.22
251,bnd,14.29
252,bnd,18.18
253,bnd,26.67
254,bnd,25.00
255,bnd,25.00
256,bnd,15.38
257,bnd,15.63
258,bnd,15.38
259,bnd,25.00
260,bnd,0.00
261,bnd,50.00
262,bnd,10.71
263,bnd,50.00
264,bnd,33.33
265,bnd,62.50
266,bnd,5.56
267,bnd,0.00
268,bnd,0.00
269,bnd,21.43
270,bnd,18.18
271,bnd,0.00
272,bnd,8.77
273,bnd,18.18
274,bnd,33.33
275,bnd,37.50
276,bnd,5.56
277,bnd,33.33
278,bnd,9.09
279,bnd,12.20
280,bnd,9.82
281,bnd,40.00
282,bnd,18.75
283,bnd,0.00
284,bnd,10.42
285,bnd,10.00
286,bnd,0.00
287,bnd,4.76
288,bnd,23.53
289,bnd,4.88
290,bnd,27.78
291,bnd,14.29
292,bnd,4.55
293,bnd,0.00
294,bnd,0.00
295,bnd,12.50
296,bnd,12.28
297,bnd,50.00
0,pluno,23.44
1,pluno,12.50
2,pluno,17.14
3,pluno,0.00
4,pluno,0.00
5,pluno,66.67
6,pluno,14.29
7,pluno,7.14
8,pluno,0.00
9,pluno,7.84
10,pluno,0.00
11,pluno,0.00
12,pluno,3.57
13,pluno,0.00
14,pluno,16.67
15,pluno,0.00
16,pluno,0.00
17,pluno,12.50
18,pluno,11.54
19,pluno,35.71
20,pluno,16.67
21,pluno,0.00
22,pluno,0.00
23,pluno,33.33
24,pluno,36.36
25,pluno,12.90
26,pluno,0.00
27,pluno,14.29
28,pluno,9.52
29,pluno,4.55
30,pluno,7.69
31,pluno,16.67
32,pluno,33.33
33,pluno,0.00
34,pluno,14.29
35,pluno,0.00
36,pluno,13.04
37,pluno,12.50
38,pluno,0.00
39,pluno,50.00
40,pluno,31.11
41,pluno,0.00
42,pluno,5.41
43,pluno,0.00
44,pluno,75.00
45,pluno,22.22
46,pluno,8.33
47,pluno,16.67
48,pluno,0.00
49,pluno,37.50
50,pluno,75.00
51,pluno,42.86
52,pluno,0.00
53,pluno,0.00
54,pluno,14.29
55,pluno,0.00
56,pluno,20.00
57,pluno,66.67
58,pluno,25.00
59,pluno,43.48
60,pluno,25.00
61,pluno,8.33
62,pluno,18.75
63,pluno,15.00
64,pluno,18.18
65,pluno,19.05
66,pluno,9.09
67,pluno,6.25
68,pluno,40.00
69,pluno,42.86
70,pluno,0.00
71,pluno,41.67
72,pluno,11.11
73,pluno,0.00
74,pluno,16.67
75,pluno,0.00
76,pluno,0.00
77,pluno,31.25
78,pluno,16.67
79,pluno,31.58
80,pluno,30.77
81,pluno,12.50
82,pluno,37.50
83,pluno,8.33
84,pluno,21.43
85,pluno,12.50
86,pluno,31.25
87,pluno,8.33
88,pluno,16.67
89,pluno,0.00
90,pluno,8.70
91,pluno,11.54
92,pluno,25.00
93,pluno,15.00
94,pluno,33.33
95,pluno,0.00
96,pluno,26.47
97,pluno,35.00
98,pluno,43.75
99,pluno,16.67
100,pluno,0.00
101,pluno,0.00
102,pluno,37.50
103,pluno,31.58
104,pluno,8.33
105,pluno,21.43
106,pluno,50.00
107,pluno,22.22
108,pluno,21.43
109,pluno,25.00
110,pluno,7.14
111,pluno,0.00
112,pluno,21.43
113,pluno,34.78
114,pluno,0.00
115,pluno,14.29
116,pluno,12.50
117,pluno,33.33
118,pluno,0.00
119,pluno,16.67
120,pluno,0.00
121,pluno,4.76
122,pluno,15.38
123,pluno,75.00
124,pluno,11.11
125,pluno,0.00
126,pluno,25.00
127,pluno,20.00
128,pluno,0.00
129,pluno,33.33
130,pluno,18.18
131,pluno,16.67
132,pluno,33.33
133,pluno,0.00
134,pluno,0.00
135,pluno,18.18
136,pluno,33.33
137,pluno,25.00
138,pluno,0.00
139,pluno,14.29
140,pluno,9.09
141,pluno,0.00
142,pluno,26.67
143,pluno,50.00
144,pluno,15.79
145,pluno,50.00
146,pluno,12.50
147,pluno,25.00
148,pluno,0.00
149,pluno,60.00
150,pluno,11.11
151,pluno,20.00
152,pluno,54.55
153,pluno,100.00
154,pluno,0.00
155,pluno,50.00
156,pluno,27.27
157,pluno,41.67
158,pluno,12.50
159,pluno,33.33
160,pluno,33.33
161,pluno,60.00
162,pluno,40.00
163,pluno,0.00
164,pluno,60.00
165,pluno,0.00
166,pluno,22.22
167,pluno,0.00
168,pluno,0.00
169,pluno,40.00
170,pluno,33.33
171,pluno,45.45
172,pluno,0.00
173,pluno,16.67
174,pluno,50.00
175,pluno,33.33
176,pluno,10.00
177,pluno,16.67
178,pluno,16.67
179,pluno,8.33
180,pluno,45.45
181,pluno,0.00
182,pluno,22.22
183,pluno,0.00
184,pluno,37.50
185,pluno,5.88
186,pluno,66.67
187,pluno,12.50
188,pluno,12.50
189,pluno,0.00
190,pluno,15.00
191,pluno,0.00
192,pluno,40.00
193,pluno,26.67
194,pluno,0.00
195,pluno,10.20
196,pluno,12.50
197,pluno,0.00
198,pluno,21.82
199,pluno,0.00
200,pluno,71.43
201,pluno,5.88
202,pluno,0.00
203,pluno,23.53
204,pluno,28.57
205,pluno,20.97
206,pluno,18.18
207,pluno,0.00
208,pluno,13.04
209,pluno,27.27
210,pluno,7.41
211,pluno,25.00
212,pluno,28.57
213,pluno,42.11
214,pluno,28.57
215,pluno,0.00
216,pluno,13.64
217,pluno,25.93
218,pluno,33.33
219,pluno,15.38
220,pluno,0.00
221,pluno,0.00
222,pluno,0.00
223,pluno,0.00
224,pluno,25.00
225,pluno,41.18
226,pluno,8.11
227,pluno,25.00
228,pluno,33.33
229,pluno,18.75
230,pluno,10.00
231,pluno,23.81
232,pluno,11.11
233,pluno,6.25
234,pluno,34.62
235,pluno,11.32
236,pluno,14.29
237,pluno,17.65
238,pluno,33.33
239,pluno,7.41
240,pluno,16.00
241,pluno,14.29
242,pluno,0.00
243,pluno,33.33
244,pluno,6.45
245,pluno,9.09
246,pluno,0.00
247,pluno,0.00
248,pluno,26.47
249,pluno,23.53
250,pluno,0.00
251,pluno,21.43
252,pluno,18.18
253,pluno,13.33
254,pluno,37.50
255,pluno,0.00
256,pluno,7.69
257,pluno,21.88
258,pluno,7.69
259,pluno,18.75
260,pluno,40.00
261,pluno,37.50
262,pluno,28.57
263,pluno,16.67
264,pluno,0.00
265,pluno,0.00
266,pluno,5.56
267,pluno,0.00
268,pluno,37.50
269,pluno,28.57
270,pluno,21.21
271,pluno,16.67
272,pluno,19.30
273,pluno,13.64
274,pluno,66.67
275,pluno,6.25
276,pluno,33.33
277,pluno,11.11
278,pluno,18.18
279,pluno,31.71
280,pluno,10.71
281,pluno,20.00
282,pluno,25.00
283,pluno,0.00
284,pluno,20.83
285,pluno,22.50
286,pluno,50.00
287,pluno,0.00
288,pluno,35.29
289,pluno,19.51
290,pluno,38.89
291,pluno,57.14
292,pluno,20.45
293,pluno,28.57
294,pluno,25.00
295,pluno,8.33
296,pluno,5.26
297,pluno,0.00